Park Code,State(s),Park Name,Designation,Latitude,Longitude,Coordinates,Fee (USD),Fee Type,Fee Description
zion,UT,Zion National Park,National Park,37.29839254,-113.0265138,"lat:37.29839254, long:-113.0265138",$20.00,Entrance - Per Person,"Admits one individual with no car to Zion National Park. Typically used for bicyclists, hikers and pedestrians. Youth 15 and under are admitted free. Valid for 1-7 days."
zion,UT,Zion National Park,National Park,37.29839254,-113.0265138,"lat:37.29839254, long:-113.0265138",$20.00,Entrance - Non-commercial Groups,Non-commercial vehicles with a capacity of 16 or greater. Fees will not exceed the commercial fee for the same-sized vehicle. Youth 15 and under are free. Individuals or families with any valid Annual or Lifetime pass may use their pass for entry at the per person rate. Pass and photo ID must be present upon entry.
zion,UT,Zion National Park,National Park,37.29839254,-113.0265138,"lat:37.29839254, long:-113.0265138",$70.00,Commercial Entrance - Van,"A commercial tour is defined as consisting of one or more persons traveling on an itinerary that has been packaged, priced, or sold for leisure or recreational purposes by an organization that realizes financial gain through the provision of the service. The entry fees of commercial tours are based upon the total capacity of vehicles that can carry seven or more passengers regardless of the actual number of passengers."
zion,UT,Zion National Park,National Park,37.29839254,-113.0265138,"lat:37.29839254, long:-113.0265138",$80.00,Commercial Entrance - Mini-bus,"A commercial tour is defined as consisting of one or more persons traveling on an itinerary that has been packaged, priced, or sold for leisure or recreational purposes by an organization that realizes financial gain through the provision of the service. The entry fees of commercial tours are based upon the total capacity of vehicles that can carry seven or more passengers regardless of the actual number of passengers."
zion,UT,Zion National Park,National Park,37.29839254,-113.0265138,"lat:37.29839254, long:-113.0265138",$190.00,Commercial Entrance - Motor Coach,"A commercial tour is defined as consisting of one or more persons traveling on an itinerary that has been packaged, priced, or sold for leisure or recreational purposes by an organization that realizes financial gain through the provision of the service. The entry fees of commercial tours are based upon the total capacity of vehicles that can carry seven or more passengers regardless of the actual number of passengers."
zion,UT,Zion National Park,National Park,37.29839254,-113.0265138,"lat:37.29839254, long:-113.0265138",$20.00,Commercial Entrance - Per Person,"A commercial tour is defined as one or more persons traveling on an itinerary that has been packaged, priced, or sold for leisure or recreational purposes by an organization that realizes financial gain through the provision of the service. Vehicles with commercial tours of 1-6 people (not including guide) pay $35 per vehicle + $20 per person with a total fee not to exceed $70.

Passengers can use valid weekly, annual, lifetime, or appreciation passes."
apco,VA,Appomattox Court House National Historical Park,National Historical Park,37.38022164,-78.79856982,"lat:37.38022164, long:-78.79856982",$0.00,No Fee,This location does not charge an entrance fee.
arho,VA,"Arlington House, The Robert E. Lee Memorial",,38.8822021484,-77.0734786987,"lat:38.8822021484, long:-77.0734786987",$0.00,No Fee,This location does not charge an entrance fee.
bowa,VA,Booker T Washington National Monument,National Monument,37.11520539,-79.73185833,"lat:37.11520539, long:-79.73185833",$0.00,No Fee,This location does not charge an entrance fee.
came,VA,Cape Henry Memorial Part of Colonial National Historical Park,Part of Colonial National Historical Park,36.9278094,-76.0088219,"lat:36.9278094, long:-76.0088219",$0.00,No Fee,This location does not charge an entrance fee.
cebe,VA,Cedar Creek & Belle Grove National Historical Park,National Historical Park,39.0093576,-78.30618934,"lat:39.0093576, long:-78.30618934",$0.00,No Fee,This location does not charge an entrance fee.
colo,VA,Colonial National Historical Park,National Historical Park,37.22824435,-76.61998123,"lat:37.22824435, long:-76.61998123",$15.00,Entrance - Per Person,Adult (16 and older) -$15; good for 7 days entrance to Yorktown Battlefield (and NPS areas at Historic Jamestowne); can be upgraded to see Preservation Virginia areas at Historic Jamestowne for an additional $15 at the Historic Jamestowne Visitor Center. Yorktown Battlefield will not be selling the $30 entrance permit for Historic Jamestowne.
fomr,VA,Fort Monroe National Monument,National Monument,37.01733343,-76.30103195,"lat:37.01733343, long:-76.30103195",$0.00,No Fee,This location does not charge an entrance fee.
frsp,VA,Fredericksburg & Spotsylvania National Military Park,National Military Park,38.29378,-77.46734,"lat:38.29378, long:-77.46734",$0.00,No Fee,This location does not charge an entrance fee.
gewa,VA,George Washington Birthplace National Monument,National Monument,38.19362603,-76.92079458,"lat:38.19362603, long:-76.92079458",$0.00,No Fee,This location does not charge an entrance fee.
grfa,VA,Great Falls Park,Park,38.98776107,-77.25128326,"lat:38.98776107, long:-77.25128326",$20.00,Entrance - Private Vehicle,"Includes driver and passengers. Admits one single, private, non-commercial vehicle and all its passengers. Organized groups are not eligible for the vehicle permit. Also valid for entrance into the Chesapeake and Ohio Canal National Historical Park. Admission to Great Falls Park is valid for seven consecutive days including date of purchase."
grfa,VA,Great Falls Park,Park,38.98776107,-77.25128326,"lat:38.98776107, long:-77.25128326",$15.00,Entrance - Motorcycle,Admits one single private motorcycle and its passengers. Individuals 15 years of age and younger are admitted free of charge. Also valid for entrance into the Chesapeake and Ohio Canal National Historical Park. Admission to Great Falls Park is valid for seven consecutive days including date of purchase.
grfa,VA,Great Falls Park,Park,38.98776107,-77.25128326,"lat:38.98776107, long:-77.25128326",$10.00,Entrance - Per Person,"Applies only to people entering by foot, bicycle, or horse. Individuals 15 years of age and younger are admitted free of charge. Also valid for entrance into the Chesapeake and Ohio Canal National Historical Park. Admission to Great Falls Park is valid for seven consecutive days including date of purchase."
grfa,VA,Great Falls Park,Park,38.98776107,-77.25128326,"lat:38.98776107, long:-77.25128326",$100.00,Entrance - Non-commercial Groups,"Includes church groups, college/school groups, scouts, service organizations, military, etc.

All holders of annual passes and those under 15 years old will be exempt from payment of fees.

Non-Commercial Groups in vehicles with a capacity of 15 or less are charged the $20.00 vehicle permit. Vehicles with a capacity of 16 or more are charged a fee of $10.00 per person. Removal of seats from a vehicle does not then qualify for the lower rate.

The total fee will not exceed the $100 fee per vehicle."
grfa,VA,Great Falls Park,Park,38.98776107,-77.25128326,"lat:38.98776107, long:-77.25128326",$40.00,Commercial Entrance - Van,Vehicles with capacity of 7-25 passengers: $40. (No per person fee)
grfa,VA,Great Falls Park,Park,38.98776107,-77.25128326,"lat:38.98776107, long:-77.25128326",$40.00,Commercial Entrance - Mini-bus,Vehicles with capacity of 7-25 passengers: $40. (No per person fee)
grfa,VA,Great Falls Park,Park,38.98776107,-77.25128326,"lat:38.98776107, long:-77.25128326",$25.00,Commercial Entrance - Sedan,Vehicles with capacity of 1-6 passengers: $25 plus $3 per person.
grfa,VA,Great Falls Park,Park,38.98776107,-77.25128326,"lat:38.98776107, long:-77.25128326",$100.00,Commercial Entrance - Motor Coach,Vehicles with capacity of 26+: $100. (No per person fee)
grsp,VA,Green Springs,,38.037099,-78.189823,"lat:38.037099, long:-78.189823",$0.00,No Fee,This location does not charge an entrance fee.
jame,VA,Historic Jamestowne Part of Colonial National Historical Park,Part of Colonial National Historical Park,37.2065,-76.7538,"lat:37.2065, long:-76.7538",$15.00,Entrance - Per Person,Adult (16 and older) -$15; good for 7 days entrance to Yorktown Battlefield (and NPS areas at Historic Jamestowne); can be upgraded to see Preservation Virginia areas at Historic Jamestowne for an additional $15 at the Historic Jamestowne Visitor Center. Yorktown Battlefield will not be selling the $30 entrance permit for Historic Jamestowne.
mawa,VA,Maggie L Walker National Historic Site,National Historic Site,37.54781499,-77.43746979,"lat:37.54781499, long:-77.43746979",$0.00,No Fee,This location does not charge an entrance fee.
mana,VA,Manassas National Battlefield Park,National Battlefield Park,38.81710063,-77.5353468,"lat:38.81710063, long:-77.5353468",$0.00,No Fee,This location does not charge an entrance fee.
pete,VA,Petersburg National Battlefield,National Battlefield,37.19109957,-77.47594865,"lat:37.19109957, long:-77.47594865",$0.00,No Fee,This location does not charge an entrance fee.
prwi,VA,Prince William Forest Park,Park,38.58589108,-77.38910997,"lat:38.58589108, long:-77.38910997",$20.00,Entrance - Private Vehicle,Valid seven (7) consecutive days.
prwi,VA,Prince William Forest Park,Park,38.58589108,-77.38910997,"lat:38.58589108, long:-77.38910997",$15.00,Entrance - Motorcycle,Valid seven (7) consecutive days.
prwi,VA,Prince William Forest Park,Park,38.58589108,-77.38910997,"lat:38.58589108, long:-77.38910997",$10.00,Entrance - Per Person,Valid seven (7) consecutive days.
rich,VA,Richmond National Battlefield Park,National Battlefield Park,37.48774472,-77.29107785,"lat:37.48774472, long:-77.29107785",$0.00,No Fee,This location does not charge an entrance fee.
shen,VA,Shenandoah National Park,National Park,38.49236644,-78.46907715,"lat:38.49236644, long:-78.46907715",$30.00,Entrance - Private Vehicle,"Unlimited entry for one vehicle and all passengers for seven consecutive days, beginning on the day of purchase. Admits the pass holder and occupants of a single, private non-commercial vehicle."
shen,VA,Shenandoah National Park,National Park,38.49236644,-78.46907715,"lat:38.49236644, long:-78.46907715",$25.00,Entrance - Motorcycle,"Entry for one motorcycle and one passenger for seven consecutive days, beginning on the day of purchase."
shen,VA,Shenandoah National Park,National Park,38.49236644,-78.46907715,"lat:38.49236644, long:-78.46907715",$15.00,Entrance - Per Person,"Entry for walk-up or bicycling visitors, when 16 years of age or older (children under 16 are admitted for free). Includes entering the Park by all means other than a private, non-commercial vehicle. A family traveling together shall pay no more than the vehicle fee."
shen,VA,Shenandoah National Park,National Park,38.49236644,-78.46907715,"lat:38.49236644, long:-78.46907715",$25.00,Commercial Entrance - Sedan,The total cost is calculated: $25 + $10 per passenger.
shen,VA,Shenandoah National Park,National Park,38.49236644,-78.46907715,"lat:38.49236644, long:-78.46907715",$10.00,Commercial Entrance - Per Person,This fee is for commercial use between 1-6 passengers (sedan). The total cost is calculated: $25 for the vehicle + $10 per passenger.
shen,VA,Shenandoah National Park,National Park,38.49236644,-78.46907715,"lat:38.49236644, long:-78.46907715",$75.00,Commercial Entrance - Van,"Based upon the total capacity of a vehicle that can carry 7-15 passengers, regardless of the actual number of passengers."
